data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:26:19.859;3654;40.35;35;;;
2023-03-01 03:26:20.062;3666;40.35;35;;;
2023-03-01 03:26:20.265;3651;40.35;35;;;
2023-03-01 03:26:20.468;3670;40.35;35;;;
2023-03-01 03:26:20.687;3662;40.35;35;;;
2023-03-01 03:26:20.890;3635;40.35;35;;;
2023-03-01 03:26:21.093;3654;40.35;35;;;
2023-03-01 03:26:21.312;3659;40.35;35;;;
2023-03-01 03:26:21.515;3660;40.35;35;;;
2023-03-01 03:26:21.718;3651;40.35;35;;;
2023-03-01 03:26:21.921;3673;40.35;35;;;
2023-03-01 03:26:22.155;3652;40.35;35;;;
2023-03-01 03:26:22.358;3666;40.35;35;;;
2023-03-01 03:26:22.562;3666;40.35;35;;;
2023-03-01 03:26:22.733;3664;40.35;35;;;
2023-03-01 03:26:22.937;3654;40.35;35;;;
2023-03-01 03:26:23.140;3666;40.32;35;;;
2023-03-01 03:26:23.358;3666;40.32;35;;;
2023-03-01 03:26:23.562;3677;40.32;35;;;
2023-03-01 03:26:23.780;3671;40.32;35;;;
2023-03-01 03:26:23.983;3662;40.32;35;;;
2023-03-01 03:26:24.187;3687;40.32;35;;;
2023-03-01 03:26:24.390;3660;40.32;35;;;
2023-03-01 03:26:24.608;3661;40.32;35;;;
2023-03-01 03:26:24.812;3674;40.32;35;;;
2023-03-01 03:26:25.015;3657;40.32;35;;;
2023-03-01 03:26:25.233;3662;40.32;35;;;
2023-03-01 03:26:25.436;3680;40.32;35;;;
2023-03-01 03:26:25.640;3657;40.32;35;;;
2023-03-01 03:26:25.858;3662;40.32;35;;;
2023-03-01 03:26:26.077;3678;40.32;35;;;
2023-03-01 03:26:26.280;3664;40.32;35;;;
2023-03-01 03:26:26.468;3657;40.32;35;;;
2023-03-01 03:26:26.671;3656;40.32;35;;;
2023-03-01 03:26:26.874;3665;40.32;35;;;
2023-03-01 03:26:27.077;3665;40.32;35;;;
2023-03-01 03:26:27.280;3668;40.32;35;;;
2023-03-01 03:26:27.499;3669;40.32;35;;;
2023-03-01 03:26:27.702;3665;40.32;35;;;
2023-03-01 03:26:27.905;3672;40.32;35;;;
2023-03-01 03:26:28.108;3675;40.32;35;;;
2023-03-01 03:26:28.311;3686;40.32;35;;;
2023-03-01 03:26:28.530;3656;40.32;35;;;
2023-03-01 03:26:28.733;3666;40.32;35;;;
2023-03-01 03:26:28.936;3683;40.29;35;;;
2023-03-01 03:26:29.139;3704;40.29;35;;;
2023-03-01 03:26:29.358;3675;40.29;35;;;
2023-03-01 03:26:29.577;3683;40.29;35;;;
2023-03-01 03:26:29.796;3669;40.29;35;;;
2023-03-01 03:26:29.999;3669;40.29;35;;;
2023-03-01 03:26:30.202;3684;40.29;35;;;
2023-03-01 03:26:30.389;3672;40.29;35;;;
2023-03-01 03:26:30.592;3685;40.29;35;;;
2023-03-01 03:26:30.796;3695;40.29;35;;;
2023-03-01 03:26:30.999;3687;40.29;35;;;
2023-03-01 03:26:31.202;3686;40.29;35;;;
2023-03-01 03:26:31.405;3682;40.29;35;;;
2023-03-01 03:26:31.624;3682;40.29;35;;;
2023-03-01 03:26:31.827;3686;40.29;35;;;
2023-03-01 03:26:32.030;3688;40.29;35;;;
2023-03-01 03:26:32.249;3683;40.29;35;;;
2023-03-01 03:26:32.452;3684;40.29;35;;;
2023-03-01 03:26:32.655;3685;40.29;35;;;
2023-03-01 03:26:32.874;3706;40.29;35;;;
2023-03-01 03:26:33.077;3688;40.29;35;;;
2023-03-01 03:26:33.280;3682;40.29;35;;;
2023-03-01 03:26:33.499;3684;40.29;35;;;
2023-03-01 03:26:33.702;3682;40.29;35;;;
2023-03-01 03:26:33.920;3687;40.29;35;;;
2023-03-01 03:26:34.124;3691;40.29;35;;;
2023-03-01 03:26:34.311;3685;40.29;35;;;
2023-03-01 03:26:34.499;3690;40.29;35;;;
2023-03-01 03:26:34.702;3689;40.26;35;;;
2023-03-01 03:26:34.920;3688;40.26;35;;;
2023-03-01 03:26:35.123;3672;40.26;35;;;
2023-03-01 03:26:35.327;3688;40.26;35;;;
2023-03-01 03:26:35.545;3692;40.26;35;;;
2023-03-01 03:26:35.748;3669;40.26;35;;;
2023-03-01 03:26:35.967;3682;40.26;35;;;
2023-03-01 03:26:36.170;3688;40.26;35;;;
2023-03-01 03:26:36.373;3679;40.26;35;;;
2023-03-01 03:26:36.577;3681;40.26;35;;;
2023-03-01 03:26:36.795;3685;40.26;35;;;
2023-03-01 03:26:36.998;3674;40.26;35;;;
2023-03-01 03:26:37.202;3683;40.26;35;;;
2023-03-01 03:26:37.420;3692;40.22;35;;;
2023-03-01 03:26:37.623;3700;40.22;35;;;
2023-03-01 03:26:37.842;3715;40.22;35;;;
2023-03-01 03:26:38.061;3697;40.22;35;;;
2023-03-01 03:26:38.217;3705;40.22;35;;;
2023-03-01 03:26:38.420;3704;40.22;35;;;
2023-03-01 03:26:38.623;3705;40.22;35;;;
2023-03-01 03:26:38.842;3708;40.22;35;;;
2023-03-01 03:26:39.045;3718;40.22;35;;;
2023-03-01 03:26:39.248;3719;40.22;35;;;
2023-03-01 03:26:39.483;3718;40.22;35;;;
2023-03-01 03:26:39.670;3724;40.22;35;;;
2023-03-01 03:26:39.873;3718;40.22;35;;;
2023-03-01 03:26:40.092;3742;40.22;35;;;
2023-03-01 03:26:40.295;3755;40.22;35;;;
2023-03-01 03:26:40.498;3749;40.22;35;;;
2023-03-01 03:26:40.717;3764;40.22;35;;;
2023-03-01 03:26:40.920;3752;40.22;35;;;
2023-03-01 03:26:41.123;3764;40.22;35;;;
2023-03-01 03:26:41.326;3742;40.22;35;;;
2023-03-01 03:26:41.545;3737;40.22;35;;;
2023-03-01 03:26:41.764;3752;40.22;35;;;
2023-03-01 03:26:41.983;3739;40.22;35;;;
2023-03-01 03:26:42.139;3758;40.22;35;;;
