           data_ora  elevazione  azimuth
2023-03-17 00:23:17        20.0    305.0
2023-03-17 00:23:20        20.0    305.0
2023-03-17 00:23:23        20.0    305.0
2023-03-17 00:23:26        20.0    305.0
2023-03-17 00:23:29        20.0    305.0
2023-03-17 00:23:32        20.0    305.0
2023-03-17 00:23:35        20.0    305.0
2023-03-17 00:23:38        20.0    305.0
2023-03-17 00:23:41        20.0    305.0
2023-03-17 00:23:44        20.0    305.0
2023-03-17 00:23:47        20.0    305.0
2023-03-17 00:23:50        20.0    305.0
2023-03-17 00:23:53        20.0    305.0
2023-03-17 00:23:56        20.0    305.0
2023-03-17 00:23:59        20.0    305.0
2023-03-17 00:24:02        20.0    305.0
2023-03-17 00:24:05        20.0    305.0
2023-03-17 00:24:08        20.0    305.0
2023-03-17 00:24:11        20.0    305.0
2023-03-17 00:24:14        20.0    305.0
2023-03-17 00:24:17        20.0    305.0
2023-03-17 00:24:20        20.0    305.0
2023-03-17 00:24:23        20.0    305.0
2023-03-17 00:24:26        20.0    305.0
2023-03-17 00:24:29        20.0    305.0
2023-03-17 00:24:32        20.0    305.0
2023-03-17 00:24:35        20.0    305.0
2023-03-17 00:24:38        20.0    305.0
2023-03-17 00:24:41        20.0    305.0
2023-03-17 00:24:44        20.0    305.0
2023-03-17 00:24:47        20.0    305.0
2023-03-17 00:24:50        20.0    305.0
2023-03-17 00:24:53        20.0    305.0
2023-03-17 00:24:56        20.0    305.0
2023-03-17 00:24:59        20.0    305.0
2023-03-17 00:25:02        20.0    305.0
2023-03-17 00:25:05        20.0    305.0
2023-03-17 00:25:08        20.0    305.0
2023-03-17 00:25:11        20.0    305.0
2023-03-17 00:25:14        20.0    305.0
2023-03-17 00:25:17        20.0    305.0
2023-03-17 00:25:20        20.0    305.0
2023-03-17 00:25:23        20.0    305.0
2023-03-17 00:25:26        20.0    305.0
2023-03-17 00:25:29        20.0    305.0
2023-03-17 00:25:32        20.0    305.0
2023-03-17 00:25:35        20.0    305.0
2023-03-17 00:25:38        20.0    305.0
2023-03-17 00:25:41        20.0    305.0
2023-03-17 00:25:44        20.0    305.0
2023-03-17 00:25:47        20.0    305.0
2023-03-17 00:25:50        20.0    305.0
2023-03-17 00:25:53        20.0    305.0
2023-03-17 00:25:56        20.0    305.0
2023-03-17 00:25:59        20.0    305.0
2023-03-17 00:26:02        20.0    305.0
2023-03-17 00:26:05        20.0    305.0
2023-03-17 00:26:08        20.0    305.0
2023-03-17 00:26:11        20.0    305.0
2023-03-17 00:26:14        20.0    305.0
2023-03-17 00:26:17        20.0    305.0
2023-03-17 00:26:20        20.0    305.0
2023-03-17 00:26:23        20.0    305.0
2023-03-17 00:26:26        20.0    305.0
2023-03-17 00:26:29        20.0    305.0
2023-03-17 00:26:32        20.0    305.0
2023-03-17 00:26:35        20.0    305.0
2023-03-17 00:26:38        20.0    305.0
2023-03-17 00:26:41        20.0    305.0
2023-03-17 00:26:44        20.0    305.0
2023-03-17 00:26:47        20.0    305.0
2023-03-17 00:26:50        20.0    305.0
2023-03-17 00:26:53        20.0    305.0
2023-03-17 00:26:56        20.0    305.0
2023-03-17 00:26:59        20.0    305.0
2023-03-17 00:27:02        20.0    305.0
2023-03-17 00:27:05        20.0    305.0
2023-03-17 00:27:08        20.0    305.0
2023-03-17 00:27:11        20.0    305.0
2023-03-17 00:27:14        20.0    305.0
2023-03-17 00:27:17        20.0    305.0
2023-03-17 00:27:20        20.0    305.0
2023-03-17 00:27:23        20.0    305.0
2023-03-17 00:27:26        20.0    305.0
2023-03-17 00:27:29        20.0    305.0
2023-03-17 00:27:32        20.0    305.0
2023-03-17 00:27:35        20.0    305.0
2023-03-17 00:27:38        20.0    305.0
2023-03-17 00:27:41        20.0    305.0
2023-03-17 00:27:44        20.0    305.0
2023-03-17 00:27:47        20.0    305.0
2023-03-17 00:27:50        20.0    305.0
2023-03-17 00:27:53        20.0    305.0
2023-03-17 00:27:56        20.0    305.0
2023-03-17 00:27:59        20.0    305.0
2023-03-17 00:28:02        20.0    305.0
2023-03-17 00:28:05        20.0    305.0
2023-03-17 00:28:08        20.0    305.0
2023-03-17 00:28:11        20.0    305.0
2023-03-17 00:28:14        20.0    305.0
2023-03-17 00:28:17        20.0    305.0
2023-03-17 00:28:20        20.0    305.0
2023-03-17 00:28:23        20.0    305.0
2023-03-17 00:28:26        20.0    305.0
2023-03-17 00:28:29        20.0    305.0
2023-03-17 00:28:32        20.0    305.0
2023-03-17 00:28:35        20.0    305.0
2023-03-17 00:28:38        20.0    305.0
2023-03-17 00:28:41        20.0    305.0
2023-03-17 00:28:44        20.0    305.0
2023-03-17 00:28:47        20.0    305.0
2023-03-17 00:28:50        20.0    305.0
2023-03-17 00:28:53        20.0    305.0
2023-03-17 00:28:56        20.0    305.0
2023-03-17 00:28:59        20.0    305.0
2023-03-17 00:29:02        20.0    305.0
2023-03-17 00:29:05        20.0    305.0
2023-03-17 00:29:08        20.0    305.0
2023-03-17 00:29:11        20.0    305.0
2023-03-17 00:29:14        20.0    305.0
2023-03-17 00:29:17        20.0    305.0
2023-03-17 00:29:20        20.0    305.0
2023-03-17 00:29:23        20.0    305.0
2023-03-17 00:29:26        20.0    305.0
2023-03-17 00:29:29        20.0    305.0
2023-03-17 00:29:32        20.0    305.0
2023-03-17 00:29:35        20.0    305.0
2023-03-17 00:29:38        20.0    305.0
2023-03-17 00:29:41        20.0    305.0
2023-03-17 00:29:44        20.0    305.0
2023-03-17 00:29:47        20.0    305.0
2023-03-17 00:29:50        20.0    305.0
2023-03-17 00:29:53        20.0    305.0
2023-03-17 00:29:56        20.0    305.0
2023-03-17 00:29:59        20.0    305.0
2023-03-17 00:30:02        20.0    305.0
